movie_id,budget,prod_company
9833,70000000,Odyssey Entertainment
4517,55000000,Universal Pictures
8202,62000000,Paramount Pictures
16072,56000000,Warner Bros. Pictures
34314,55000000,Metro-Goldwyn-Mayer (MGM)
19724,55000000,Paramount Pictures
145220,50000000,Buena Vista
14623,57000000,Studio Canal
42297,55000000,Bedford Falls Productions
2841,47000000,Gerber Pictures
802,2000000,Seven Arts Productions
10375,55000000,Universal Pictures
36586,54000000,New Line Cinema
11321,55000000,Columbia Pictures
70074,55000000,Dark Castle Entertainment
242,54000000,Paramount Pictures
9621,57000000,Paramount Pictures
1819,54000000,Universal Pictures
8536,54000000,Warner Bros.
8046,54000000,City Light Films
1717,55000000,Columbia Pictures Corporation
479,46000000,Paramount Pictures
9444,53000000,Twentieth Century Fox Film Corporation
824,52500000,Bazmark Films
11456,75000000,Paramount Pictures
261023,53000000,Infinitum Nihil
3683,90000000,DreamWorks SKG
22803,53000000,Film Department
285923,67000000,Big Talk Productions
640,52000000,Kemp Company
97630,40000000,Columbia Pictures
9767,52000000,Universal Pictures
11631,52000000,Universal Pictures
32856,52000000,New Line Cinema
6519,50000000,Village Roadshow Pictures
8741,52000000,Fox 2000 Pictures
49520,52000000,Universal Pictures
1850,82000000,Mutual Film Company
524,52000000,Universal Pictures
26389,52000000,Apipoula\u00ef
11817,52000000,Metro-Goldwyn-Mayer (MGM)
2123,51000000,Twentieth Century Fox Film Corporation
9907,51000000,Paramount Pictures
18239,50000000,Summit Entertainment
808,60000000,DreamWorks SKG
38050,50200000,Universal Pictures
8367,48000000,Warner Bros.
9390,50000000,Gracie Films
72105,50000000,Universal Pictures
2898,50000000,Gracie Films
10312,50000000,Universal Pictures
109443,50000000,Paramount Pictures
2022,50000000,New Line Cinema
37686,50000000,Paramount Pictures
462,52000000,Jersey Films
9919,50000000,Paramount Pictures
187017,50000000,Columbia Pictures
628,60000000,Geffen Pictures
10201,70000000,Village Roadshow Pictures
302699,50000000,New Line Cinema
274167,50000000,Paramount Pictures
224141,50000000,Walt Disney Pictures
388,45000000,Imagine Entertainment
2112,90000000,Paramount Pictures
10329,50000000,Paramount Pictures
74465,50000000,Twentieth Century Fox Film Corporation
13811,50000000,Summit Entertainment
6877,50000000,Paramount Pictures
10320,50000000,DreamWorks
50646,50000000,Warner Bros.
8920,50000000,Twentieth Century Fox Film Corporation
13673,60000000,Columbia Pictures
60308,50000000,Columbia Pictures
6950,50000000,Kopelson Entertainment
225574,50000000,StudioCanal
13836,50000000,Walt Disney Pictures
752,54000000,Studio Babelsberg
6038,50000000,Spyglass Entertainment
9975,50000000,Imagine Entertainment
11451,50000000,Walt Disney Pictures
12103,50000000,Village Roadshow Pictures
60304,50000000,Paramount Pictures
2251,50000000,Regency Enterprises
46529,50000000,DreamWorks SKG
231,50000000,Section Eight
300671,50000000,Paramount Pictures
228326,50000000,Twentieth Century Fox Film Corporation
9754,45000000,Village Roadshow Pictures
66,50000000,Columbia Pictures
4421,50000000,Caravan Pictures
2649,50000000,PolyGram Filmed Entertainment
588,50000000,Silent Hill DCP Inc.
71552,50000000,Universal Pictures
9631,50000000,Regency Enterprises
216282,50000000,New Line Cinema
306,50000000,Paramount Pictures
928,50000000,Amblin Entertainment
205587,50000000,Village Roadshow Pictures
6623,50000000,DreamWorks SKG
1577,45000000,Impact Pictures
9801,50000000,Miramax Films
2116,50000000,Original Film
9624,50000000,Warner Bros.
14199,50000000,Troublemaker Studios
1907,40000000,Figment Films
4599,50000000,Touchstone Pictures
22832,40000000,Studio Babelsberg
10390,50000000,Universal Pictures
9879,50000000,Columbia Pictures
38579,50000000,Twentieth Century Fox Film Corporation
44603,50000000,Amblin Entertainment
11892,50000000,Castle Rock Entertainment
9691,50000000,Silver Pictures
1248,50000000,Ingenious Film Partners
12220,50000000,Universal Pictures
72710,44000000,Nick Wechsler Productions
10782,50000000,Intermedia Films
9573,50000000,Malpaso Productions
4959,50000000,Studio Babelsberg
10061,50000000,Paramount Pictures
10386,70000000,Warner Bros. Animation
421,50000000,Touchstone Pictures
316152,50000000,Larger Than Life Productions
11615,50000000,Mikona Productions GmbH & Co. KG
13498,40000000,Revolution Studios
241554,50000000,Vertigo Entertainment
2252,51500000,BBC Films
11968,50000000,Columbia Pictures Corporation
10047,60000000,Columbia Pictures
38319,49900000,Universal Pictures
69668,50000000,Cliffjack Motion Pictures
9770,50000000,Warner Bros.
11212,50000000,Twentieth Century Fox Film Corporation
10533,50000000,Hollywood Pictures
38363,22000000,River Road Entertainment
9923,50000000,New Line Cinema
11863,50000000,Paramount Pictures
18501,50000000,Lakeshore Entertainment
109491,60000000,Alcon Entertainment
9275,55000000,Senator Film Produktion
329833,50000000,Scott Rudin Productions
12634,50000000,Shangri-La Entertainment
10416,60000000,Columbia Pictures
47327,50000000,Summit Entertainment
15268,50000000,Twentieth Century Fox Film Corporation
10796,49000000,Columbia Pictures
9548,49000000,Twentieth Century Fox Film Corporation
18947,50000000,Universal Pictures
1900,48000000,USA Films
89,48000000,Lucasfilm
198184,49000000,Columbia Pictures
9481,73000000,Universal Pictures
4547,48000000,Hofflund/Polone
6415,75000000,Village Roadshow Pictures
181283,50000000,Summit Entertainment
9896,48000000,Paramount Pictures
167,48000000,Intermedia Films
1636,48000000,Twentieth Century Fox Film Corporation
2148,58000000,Orion Pictures
5176,55000000,Tree Line Films
260346,48000000,Twentieth Century Fox Film Corporation
1389,48000000,Universal Pictures
9894,47000000,Columbia Pictures Corporation
8592,47000000,Touchstone Pictures
913,48000000,Irish Dreamtime
11091,48000000,Columbia Pictures
1368,15000000,Orion Pictures
5393,47000000,Vanguard Films
9095,47000000,TriStar Pictures
8874,38000000,TriStar Pictures
320,46000000,Section Eight
199,46000000,Paramount Pictures
20533,47000000,Warner Bros.
10684,46000000,Fox 2000 Pictures
1624,45000000,Imagine Entertainment
325789,25000000,Good Films
113464,46000000,Metro-Goldwyn-Mayer (MGM)
888,46000000,Universal Pictures
82675,45000000,Twentieth Century Fox Film Corporation
4256,48000000,Dimension Films
1493,45000000,Village Roadshow Pictures
88751,45000000,New Line Cinema
11130,40000000,Walt Disney Pictures
9944,45000000,Warner Bros.
10731,45000000,Regency Enterprises
7350,45000000,Two Ton Films
9869,45000000,Paramount Pictures
4379,43000000,New Line Cinema
146233,46000000,Alcon Entertainment
2034,45000000,Village Roadshow Pictures
926,45000000,DreamWorks SKG
4248,45000000,Gold/Miller Productions
64328,45000000,Walt Disney Pictures
36647,45000000,New Line Cinema
7214,30000000,Paramount Pictures
1537,45000000,Paramount Pictures
9360,45000000,Columbia Pictures Corporation
6282,45000000,Jerry Bruckheimer Films
508,40000000,Universal Pictures
9487,120000000,Walt Disney Pictures
768,35000000,Twentieth Century Fox Film Corporation
2636,45000000,Jerry Weintraub Productions
10478,45000000,Regency Enterprises
9981,45000000,Universal Pictures
7453,50000000,Spyglass Entertainment
7737,45000000,Impact Pictures
232672,40000000,Happy Madison Productions
17379,45000000,Paramount Pictures
8987,45000000,Universal Pictures
11359,45000000,Paramount Pictures
82525,45000000,Ixtlan
9759,25000000,New Line Cinema
9486,40000000,Universal Pictures
9906,50000000,Playtone
841,40000000,Dino De Laurentiis Company
4148,35000000,DreamWorks SKG
2207,55000000,Donners' Company
9381,70000000,StudioCanal
9625,45000000,Warner Bros.
9304,45000000,Columbia Pictures Corporation
20856,45000000,Twentieth Century Fox Film Corporation
5955,35000000,Epsilon Motion Pictures
9899,45000000,Sony Pictures
9826,45000000,Paramount Pictures
21355,57000000,Columbia Pictures
10858,44000000,Hollywood Pictures
11439,45000000,Studio Babelsberg
9457,45000000,Hollywood Pictures
12412,45000000,Rai Cinema
1494,110,Beijing New Picture Film Co. Ltd.
13184,45000000,Virtual Studios
2185,40000000,Touchstone Pictures
6639,45000000,New Line Cinema
38153,45000000,Hollywood Pictures
58233,45000000,Universal Pictures
116977,65000000,Threshold Entertainment
68734,44500000,GK Films
5503,44000000,Warner Bros.
27573,40000000,Columbia Pictures
819,44000000,Propaganda Films
1369,44000000,TriStar Pictures
9623,44000000,Columbia Pictures Corporation
10895,2600000,RKO Radio Pictures
10935,44000000,United Artists
834,50000000,Lakeshore Entertainment
228066,40000000,Twentieth Century Fox Film Corporation
711,43000000,Fountainbridge Films
10468,43000000,Columbia Pictures
10027,45000000,Canal Plus
11812,43000000,Konrad Pictures
37233,42000000,Paramount Pictures
37950,44000000,Universal Pictures
27582,40000000,CBS Films
64688,42000000,Columbia Pictures
509,42000000,Bookshop Productions
7443,45000000,DreamWorks SKG
5966,42000000,Jersey Films
11066,40000000,Paramount Pictures
136795,43000000,Ingenious Film Partners
8095,31115000,Twentieth Century Fox Film Corporation
11560,42000000,Twentieth Century Fox Film Corporation
25189,42000000,TriStar Pictures
2637,32000000,Lakeshore Entertainment
18480,42000000,Universal Pictures
709,32000000,Eon Productions
49730,42000000,Appian Way
2749,60000000,New Line Cinema
9607,48000000,Hollywood Pictures
1830,42000000,Saturn Films
79,31000000,Beijing New Picture Film Co. Ltd.
54054,40000000,Lakeshore Entertainment
228967,44000000,Columbia Pictures
46528,42000000,Boram Entertainment Inc.
27936,33000000,France 2 Cin\u00e9ma
65,41000000,Imagine Entertainment
9476,65000000,Columbia Pictures Corporation
10610,41000000,Living Films
745,40000000,Spyglass Entertainment
49527,42000000,Summit Entertainment
73937,41000000,Ingenious Media
1885,8000000,Columbia Pictures Corporation
168672,40000000,Columbia Pictures
18240,40000000,Touchstone Pictures
10398,70000000,Paramount Pictures
165,40000000,Universal Pictures
240832,40000000,Universal Pictures
216015,40000000,Focus Features
12279,38000000,Dimension Films
1645,40000000,Regency Enterprises
11007,40000000,Twentieth Century Fox Film Corporation
193756,40000000,Universal Pictures
11287,40000000,Columbia Pictures Corporation
259693,40000000,New Line Cinema
37799,40000000,Columbia Pictures
10184,40000000,New Line Cinema
4257,45000000,Dimension Films
4234,40000000,Konrad Pictures
196,40000000,Universal Pictures
257091,40000000,Gary Sanchez Productions
6114,40000000,American Zoetrope
24803,40000000,Columbia Pictures
109410,40000000,Warner Bros.
1213,40000000,Paramount Pictures
100042,40000000,New Line Cinema
9036,40000000,Walt Disney Pictures
257211,35000000,Waverly Films
323675,40000000,Universal Pictures
9361,40000000,Morgan Creek Productions
1677,40000000,Universal Pictures
187,40000000,Dimension Films
7461,40000000,Columbia Pictures
16538,41000000,The Montecito Picture Company
9889,40000000,Twentieth Century Fox Film Corporation
820,40000000,Camelot Productions
11565,40000000,Twentieth Century Fox Film Corporation
6073,57000000,DreamWorks SKG
16996,20000000,New Line Cinema
193610,40000000,Twentieth Century Fox Film Corporation
19912,40000000,New Line Cinema
296098,40000000,DreamWorks SKG
8007,40000000,Twentieth Century Fox Film Corporation
32823,40000000,Universal Pictures
4380,50000000,Miramax Films
11551,40000000,Universal Pictures
10336,40000000,New Line Cinema
11362,35000000,Spyglass Entertainment
50348,40000000,Lakeshore Entertainment
48138,30000000,Studio Babelsberg
1124,40000000,Warner Bros.
227159,42000000,New Line Cinema
68179,40000000,Rainmaker Entertainment
1579,40000000,Icon Productions
708,40000000,United Artists
34851,40000000,Twentieth Century Fox Film Corporation
1586,40000000,Columbia Pictures Corporation
2044,40000000,Village Roadshow Pictures
9913,43000000,Universal Pictures
10761,40000000,Columbia Pictures
209451,40000000,Warner Bros.
11975,40000000,Paramount Pictures
4970,40000000,Columbia Pictures Corporation
11831,36000000,DreamWorks SKG
9096,40000000,Hollywood Pictures
440,40000000,Twentieth Century Fox Film Corporation
11011,40000000,Davis Entertainment
10641,65000000,Lakeshore Entertainment
11172,40000000,Village Roadshow Pictures
39513,40000000,Universal Pictures
82687,40000000,Paramount Pictures
41446,40000000,Dimension Films
8224,40000000,Columbia Pictures Corporation
10537,38000000,Imagine Entertainment
225886,40000000,Escape Artists
10385,40000000,Laurence Mark Productions
55779,47000000,New Line Cinema
10647,40000000,Bel Air Entertainment
11431,30000000,Fox 2000 Pictures
8457,40000000,Paramount Pictures
8850,25000000,Universal Pictures
64685,40000000,Paramount Pictures
38357,40000000,Bad Robot
10060,40000000,Paramount Pictures
11398,40000000,Amen Ra Films
1833,40000000,Columbia Pictures
10391,40000000,Paramount Pictures
8970,75000000,Paramount Pictures
9306,40000000,New Line Cinema
11370,40000000,Crystal Sky Worldwide
12184,35000000,Columbia Pictures
1921,40000000,Bel Air Entertainment
1683,40000000,Village Roadshow Pictures
203,500000,Scorsese Productions
11858,40000000,Cinergi Pictures Entertainment
62835,40000000,TF1 Films Production
18937,40000000,Warner Bros.
13536,40000000,Warner Bros. Pictures
10718,40000000,Village Roadshow Pictures
10802,45000000,United Artists
1887,40000000,American Zoetrope
6071,40000000,Twentieth Century Fox Film Corporation
10461,63600000,Franchise Pictures
80278,42000000,Summit Entertainment
12704,55000000,Columbia Pictures
10315,40000000,Twentieth Century Fox Film Corporation
16643,40000000,Regency Enterprises
2687,40000000,Regency Enterprises
194,10000000,France 3 Cin\u00e9ma
8849,60000000,Paramount Pictures
78698,40000000,Universal Pictures
30943,38000000,Columbia Pictures Corporation
9544,40000000,Milagro Films
24418,40000000,Universal Pictures
7288,40000000,Miramax Films
10366,45000000,TriStar Pictures
19898,33000000,Impact Pictures
4965,40000000,Dimension Films
15074,40000000,Paramount Pictures
1272,50000000,DNA Films
72358,40000000,Paramount Pictures
20542,40000000,Fathom Studios
266396,40000000,StudioCanal
9978,40000000,Isle of Man Film
8271,20000000,Paramount Pictures
10428,20000000,United Artists
11934,30000000,PolyGram Filmed Entertainment
14392,40000000,Applause Pictures
19495,25000000,Wild Bunch
110415,39200000,CJ Entertainment
77459,25000000,Europa Corp
9495,15000000,Miramax Films
256040,40000000,Arka Media Works
24420,39000000,New Line Cinema
62214,39000000,Tim Burton Productions
16320,39000000,Universal Pictures
8842,39000000,Paramount Pictures
9531,39000000,Warner Bros.
64807,40000000,Gerber Pictures
12289,80341000,Metropolitan Filmexport
11529,30000000,Touchstone Pictures
20943,38000000,Lakeshore Entertainment
9488,38000000,Dimension Films
193,38000000,Paramount Pictures
44865,3860000,The Weinstein Company
55787,38000000,Ingenious Media
257932,40000000,Mili Pictures
10400,50000000,Universal Pictures
1957,38000000,Winkler Films
10833,35000000,Davis Entertainment
256961,38000000,Columbia Pictures
5852,53000000,Epsilon Motion Pictures
12312,38000000,Regency Enterprises
622,38000000,Bac Films
11306,38000000,Columbia Pictures
12508,57000000,Bel Air Entertainment
25793,10000000,Smokewood Entertainment Group
10534,38000000,Hollywood Pictures
1091,15000000,Universal Pictures
87421,38000000,One Race Productions
10871,37000000,Paramount Pictures
13600,55000000,Playtone
68722,32000000,Ghoulardi Film Company
14324,38000000,Ingenious Film Partners
14325,40000000,Davis Entertainment
299687,38000000,Columbia Pictures
312221,37000000,New Line Cinema
23168,37000000,Legendary Pictures
76494,40000000,Alcon Entertainment
4944,37000000,Mike Zoss Productions
10488,37000000,Walden Media
96721,38000000,Revolution Films
334,37000000,New Line Cinema
23742,30000000,Warner Bros.
259694,38000000,New Line Cinema
62837,37000000,Alcon Entertainment
8966,37000000,Summit Entertainment
8470,36000000,New Line Cinema
11001,65000000,Columbia Pictures
138832,37000000,New Line Cinema
16911,36500000,Art Pictures Studio
2163,36000000,Paramount Pictures
36670,36000000,PSO International
23048,36000000,United Artists
227735,36000000,Alcon Entertainment
2155,42000000,Dimension Films
8409,36000000,New Line Cinema
222936,37000000,Scott Rudin Productions
48171,37000000,New Line Cinema
782,36000000,Columbia Pictures
75531,36000000,Universal Pictures
11802,37000000,Starz Media
18785,35000000,Legendary Pictures
365222,36000000,Mandarin Films Distribution Co.
817,33000000,New Line Cinema
268,35000000,PolyGram Filmed Entertainment
943,35000000,Silver Pictures
22881,29000000,Alcon Entertainment
10054,35000000,Dimension Films
51540,35000000,New Line Cinema
44264,38000000,Paramount Pictures
350,35000000,Twentieth Century Fox Film Corporation
152,35000000,Paramount Pictures
109431,35000000,Stuber Productions
1598,35000000,Universal Pictures
8065,35000000,Columbia Pictures
271718,35000000,Universal Pictures
11638,35000000,Columbia Pictures
409,27000000,Miramax Films
2118,35000000,Regency Enterprises
11459,35000000,Walt Disney Pictures
10806,35000000,Paramount Pictures
9348,35000000,Metro-Goldwyn-Mayer (MGM)
377,1800000,New Line Cinema
8843,33000000,New Line Cinema
39486,35000000,Walt Disney Pictures
1273,34000000,The Weinstein Company
13920,32000000,Revolution Studios
50544,35000000,Castle Rock Entertainment
325133,35000000,Universal Pictures
140823,35000000,Walt Disney Pictures
1883,34000000,JVC Entertainment
89492,35000000,Apatow Productions
22949,35000000,Walt Disney Pictures
12437,35000000,Lakeshore Entertainment
2959,35000000,Village Roadshow Pictures
11648,30000000,Team Todd
9366,35000000,TriStar Pictures
1576,33000000,Impact Pictures
609,10700000,SLM Production Group
13051,35000000,Dune Entertainment
49530,40000000,Regency Enterprises
34806,35000000,Escape Artists
49022,35000000,Alcon Entertainment
23479,35000000,Paramount Pictures
11667,35000000,Universal Pictures
423,35000000,private
2447,35000000,New Line Cinema
10066,40000000,Village Roadshow Pictures
2288,27000000,Columbia Pictures
88794,35000000,Imagine Entertainment
13515,35000000,Regency Enterprises
11979,35000000,Village Roadshow Pictures
169,35000000,Twentieth Century Fox Film Corporation
8090,35000000,Lakeshore Entertainment
11622,35000000,New Line Cinema
3604,35000000,Dino De Laurentiis Company
9541,35000000,Miramax Films
94348,45000000,Summit Entertainment
8197,35000000,Warner Bros.
336004,8900000,Emmett/Furla Films
35019,35000000,Universal Pictures
10410,35000000,Jersey Films
8836,30000000,Twentieth Century Fox Film Corporation
14442,31000000,World 2000 Entertainment
321741,35000000,Columbia Pictures
59965,35000000,Lions Gate Films
14175,35000000,Vanguard Films
11004,35000000,Paramount Pictures
11918,35000000,Dimension Films
98357,56000000,Regency Enterprises
10012,35000000,Craven-Maddalena Films
49526,35000000,Pariah Entertainment Group
268920,35000000,New Line Cinema
9093,35000000,Paramount Pictures
119283,35000000,SND
11823,31000000,Universal Pictures
35169,35000000,Summit Entertainment
118957,30000000,Pictures in Paradise
849,27000000,Columbia Pictures Corporation
4515,35000000,Cruise/Wagner Productions
18886,35000000,Paramount Pictures
6575,35000000,Columbia Pictures Corporation
13496,35000000,Morgan Creek Productions
18320,35000000,GK Films
22787,40000000,StudioCanal
8967,32000000,Fox Searchlight Pictures
37498,33000000,TriStar Pictures
144336,35000000,Open Road Films
9616,35000000,Twentieth Century Fox Film Corporation
13056,20500000,Lionsgate
14113,35000000,Columbia Pictures
285783,35000000,TriStar Pictures
9726,35000000,Fox 2000 Pictures
20763,35000000,Columbia Pictures
9702,35000000,Hollywood Pictures
9311,35000000,Fox Searchlight Pictures
9280,35000000,Epsilon Motion Pictures
26843,35000000,Falcon International Productions
11876,35000000,France 2 Cin\u00e9ma
22267,38000000,Universal Pictures
1969,35000000,Ultra Films
198663,34000000,Ingenious Media
239573,35000000,Studio Babelsberg
10436,34000000,Columbia Pictures
1381,35000000,Regency Enterprises
2162,70000000,Warner Bros.
127493,35000000,Saturn Films
12429,41677699,Studio Ghibli
228205,34000000,Fox 2000 Pictures
2900,75000000,New Line Cinema
21311,34000000,Columbia Pictures
77875,35000000,Evil Twins
192136,35000000,Distant Horizons
18254,32000000,Barclays Mercantile Industrial Finance
881,40000000,David Brown Productions
10877,50000000,Village Roadshow Pictures
9600,30000000,Twentieth Century Fox Film Corporation
202575,34000000,StudioCanal
71469,30000000,Summit Entertainment
85446,33000000,Summit Entertainment
326,33000000,New Line Cinema
10685,33000000,Universal Pictures
7220,33000000,Lions Gate Films
9763,30000000,Touchstone Pictures
72387,30000000,Lawrence Bender Productions
12596,33000000,Regency Enterprises
1892,32350000,Lucasfilm
13460,30000000,Rogue Pictures
8055,32000000,Studio Babelsberg
50647,35000000,Relativity Media
10719,32000000,New Line Cinema
9294,32000000,Touchstone Pictures
11888,33000000,Walt Disney Pictures
9353,32000000,Paramount Pictures
55721,32500000,Universal Pictures
109414,32000000,Columbia Pictures
10307,29000000,FGM Entertainment
11978,32000000,Fox 2000 Pictures
22907,32000000,Rainforest Films
87567,35000000,Millenium Films
38322,32000000,Twentieth Century Fox Film Corporation
45612,32000000,The Mark Gordon Company
7305,32000000,Paramount Pictures
3594,30000000,New Line Cinema
157841,33000000,Epith\u00e8te Films
11519,35000000,Columbia Pictures
59,32000000,New Line Cinema
9335,32000000,Canal Plus
12106,32000000,TriStar Pictures
11141,28000000,New Line Cinema
8649,32000000,Paramount Pictures
31867,32000000,Universal Pictures
10253,70000000,Younggu-Art Movies
3587,32000000,Regency Enterprises
124459,30000000,New Line Cinema
24662,32000000,Warner Bros. Pictures
182,32000000,Warner Bros.
5494,32000000,Carousel Picture Company
28,31500000,United Artists
38073,32000000,New Line Cinema
302156,31500000,Lionsgate
606,31000000,Universal Pictures
87502,31000000,Paramount Pictures
698,34000000,United Artists
120467,30000000,Fox Searchlight Pictures
11313,31000000,Castle Rock Entertainment
6488,31000000,Amblin Entertainment
10559,31000000,New Line Cinema
296099,31000000,New Line Cinema
8012,30250000,Jersey Films
1574,45000000,Miramax Films
9032,34200000,Columbia Pictures
2770,30000000,Universal Pictures
862,30000000,Pixar Animation Studios
1637,30000000,Twentieth Century Fox Film Corporation
72570,30000000,Spyglass Entertainment
27569,31000000,Double Feature Films
10637,30000000,Walt Disney Pictures
1669,30000000,Paramount Pictures
132363,25000000,Laura Ziskin Productions
9472,20000000,Twentieth Century Fox Film Corporation
2907,30000000,Paramount Pictures
9273,30000000,O Entertainment
9880,37000000,Walt Disney Pictures
2925,26000000,Scott Rudin Productions
807,33000000,New Line Cinema
17654,30000000,WingNut Films
11836,30000000,Paramount Pictures
322,25000000,Village Roadshow Pictures
70,30000000,Lakeshore Entertainment
9535,80000000,Spring Creek Productions
11036,29000000,New Line Cinema
6557,30000000,Spyglass Entertainment
18126,35000000,Walt Disney Pictures
16340,30,Paramount Pictures
10333,30000000,Columbia Pictures
4476,30000000,Bedford Falls Productions
22947,25000000,Paramount Pictures
2755,30000000,New Line Cinema
82654,35000000,Summit Entertainment
59967,30000000,Endgame Entertainment
9598,30000000,Universal Pictures
82696,30000000,Columbia Pictures
9870,30000000,Universal Pictures
8292,45000000,Paramount Pictures
8780,30000000,Relativity Media
10521,30000000,Dune Entertainment
10762,19000000,Paramount Pictures
10096,37000000,Columbia Pictures
59436,30000000,Gravier Productions
4133,53000000,New Line Cinema
10207,80000000,Bel Air Entertainment
172,30000000,Paramount Pictures
21972,30000000,Twentieth Century Fox Film Corporation
36593,30000000,Paramount Pictures
707,30000000,Eon Productions
533,30000000,Aardman Animations
6023,30000000,Wendy Finerman Productions
6439,30000000,Alcon Entertainment
4347,30000000,Universal Pictures
37056,30000000,Summit Entertainment
4105,30000000,Paramount Pictures
76489,30000000,Wessler Entertainment
3933,40000000,Tim Burton Animation Company
273481,30000000,Lionsgate
307081,30000000,Escape Artists
16871,30000000,Universal Pictures
293863,25000000,Lakeshore Entertainment
41233,30000000,Summit Entertainment
9266,25000000,Imagine Entertainment
1262,30000000,Mandate Pictures
4513,30000000,Columbia Pictures
22970,30000000,Lionsgate
7278,30000000,Regency Enterprises
9013,30000000,Universal Pictures
865,27000000,Keith Barish Productions
10776,25000000,The Geffen Company
50456,30000000,Focus Features
9823,30000000,New Line Cinema
59861,30000000,Universal Pictures
133805,30000000,Screen Gems
12763,30000000,New Line Cinema
9766,30000000,Columbia Pictures
14034,45000000,Metro-Goldwyn-Mayer (MGM)
12244,30000000,Focus Films
109421,30000000,Di Bonaventura Pictures
51162,30000000,Walt Disney Pictures
10152,19000000,New Line Cinema
9452,30000000,Twentieth Century Fox Film Corporation
9271,30000000,Paramount Pictures
184346,30000000,Jerry Bruckheimer Films
48340,30000000,Universal Pictures
14846,35000000,Revolution Studios
72207,30000000,Universal Pictures
16232,30000000,Touchstone Pictures
43539,30000000,Lionsgate
9920,30000000,Screen Gems
8978,30000000,Rogue Pictures
11702,30000000,Columbia Pictures Corporation
18550,25000000,Metro-Goldwyn-Mayer (MGM)
43347,30000000,Bedford Falls Productions
3489,30000000,TriStar Pictures
9701,35000000,Warner Bros.
2122,40000000,Cheyenne Enterprises
37707,26000000,Gaumont
10658,37000000,Lucasfilm
13150,30000000,New Line Cinema
9042,30000000,Lakeshore Entertainment
17813,30000000,Epsilon Motion Pictures
11208,30000000,Lakeshore Entertainment
58151,17000000,Touchstone Pictures
11400,30000000,New Line Cinema
10350,30000000,Carousel Picture Company
14164,100000000,Ingenious Film Partners
76640,30000000,Di Bonaventura Pictures
11058,25000000,Lions Gate Films
14844,23000000,Alcon Entertainment
57089,30000000,HW Two
1947,30000000,Miramax Films
8054,30000000,Infinity Features Entertainment
46829,30000000,Serendipity Point Films
146238,30000000,Double Feature Films
9989,30000000,Industry Entertainment
9665,18000000,TriStar Pictures
311,30000000,Warner Bros.
13967,30000000,BBC Films
9053,21000000,Impact Pictures
4512,30000000,Plan B Entertainment
76349,30000000,Variance Films
265208,30000000,Current Entertainment
45610,30000000,Mpower Pictures
1874,30000000,Film Afrika
271331,27000000,Thelma Films
215211,30000000,Gaumont
367961,30000000,Art Pictures Studio
10955,30000000,Mr. Mudd Production
223702,19000000,Columbia Pictures
254470,29000000,Universal Pictures
69,28000000,Tree Line Films
4967,30000000,Spyglass Entertainment
9449,29000000,Working Title Films
4912,30000000,Miramax Films
12771,29000000,Paramount Pictures
323676,29000000,Universal Pictures
11249,12000000,Rogue Pictures
9667,29000000,Section Eight
812,28000000,Walt Disney Pictures
277216,28000000,New Line Cinema
87,28000000,Lucasfilm
14444,30000000,Nickelodeon Movies
2043,60000000,Paramount Pictures
315664,29000000,BBC Films
1428,29000000,Columbia Pictures Corporation
562,28000000,Twentieth Century Fox Film Corporation
15373,28000000,Universal Pictures
318846,28000000,Paramount Pictures
14292,28000000,Walt Disney
924,28000000,New Amsterdam Entertainment
2018,35000000,Columbia Pictures Corporation
192577,30000000,Toei Animation Company
9428,21000000,Touchstone Pictures
2832,30000000,Konrad Pictures
137093,28000000,Laurence Mark Productions
699,28000000,United Artists
9778,28000000,Miramax Films
8831,27000000,Universal Pictures
9398,28000000,Paramount Pictures
112949,28000000,Temple Hill Productions
10439,28000000,Walt Disney Pictures
3638,28000000,Village Roadshow Pictures
23483,28000000,Lionsgate
62206,28000000,Columbia Pictures
10577,28000000,Neo Art & Logic
218778,28000000,Walt Disney Pictures
4348,28000000,Universal Pictures
78,28000000,Shaw Brothers
11780,28000000,United Artists
192102,28000000,Wonderland Sound and Vision
2001,21000000,Columbia Pictures
11516,35866397,Bac Films
10025,28000000,Regency Enterprises
15198,28000000,Hollywood Pictures
23172,28000000,Robert Simonds Productions
17834,28000000,Universal Pictures
10016,28000000,Screen Gems
10317,28000000,Participant Media
58431,28000000,Lionsgate
9746,28000000,Touchstone Pictures
13092,27000000,UK Film Council
59859,28000000,Universal Pictures
13495,24000000,Twentieth Century Fox Film Corporation
254473,28000000,Canal+
700,27500000,Eon Productions
4964,30000000,Universal Pictures
10024,30000000,Mark Johnson Productions
13490,35000000,Universal Pictures
15927,8000000,Columbia Pictures
1259,15000000,Fox Searchlight Pictures
5125,27500000,Anonymous Content
174,27000000,Paramount Pictures
9583,27000000,All Girl Productions
9437,27000000,Paramount Pictures
525,27000000,Universal Pictures
245,27000000,Universal Pictures
9825,27000000,Fox 2000 Pictures
186,27000000,The Weinstein Company
9549,27000000,Warner Bros.
61891,30000000,Columbia Pictures
34584,27000000,Producers Sales Organization
2666,27000000,New Line Cinema
13155,25000000,Silver Screen Partners II
42807,27000000,Twentieth Century Fox Film Corporation
28355,27000000,Paramount Vantage
8080,27000000,Paramount Pictures
56288,27000000,Dimension Films
303858,27000000,TriStar Pictures
1613,28,Film Council
16617,27000000,Avenue Pictures Productions
8944,25000000,2929 Productions
14560,26000000,Columbia Pictures
