movie_id,title,release_date,runtime,adult_only
49978,MOVIE49978,1/1/1989,104,False
32075,A Dry White Season,1/1/1989,97,False
44338,Balance,1/1/1989,7,False
35888,Cat Chaser,1/1/1989,90,False
25005,Eddie and the Cruisers II: Eddie Lives!,1/1/1989,104,False
20423,For All Mankind,1/1/1989,80,False
35945,Howling V: The Rebirth,1/1/1989,96,False
40353,"I, Madman",1/1/1989,89,False
13928,Knick Knack,1/1/1989,4,False
28604,Lauderdale,1/1/1989,91,False
18888,Meat Love,1/1/1989,1,False
14571,Patlabor: The Movie,1/1/1989,100,False
28706,Staying Together,1/1/1989,91,False
24077,The Tall Guy,1/2/1989,92,False
7237,MOVIE7237,1/3/1989,79,False
31051,MOVIE31051,1/4/1989,97,False
44126,Sinbad of the Seven Seas,1/4/1989,93,False
38545,The Unbelievable Truth,1/4/1989,90,False
19236,Santa Sangre,1/5/1989,123,False
31219,Ghosts... of the Civil Dead,1/6/1989,93,False
11342,Warlock,1/6/1989,103,False
21799,MOVIE21799,1/7/1989,91,False
41428,Tetsuo: The Iron Man,1/7/1989,67,False
11937,The Gods Must Be Crazy II,1/7/1989,98,False
35038,MOVIE35038,1/9/1989,96,False
1779,Roger & Me,1/9/1989,91,False
4228,MOVIE4228,1/10/1989,320,False
18111,Bride of Re-Animator,1/10/1989,96,False
15618,Robot Jox,1/10/1989,85,False
35632,MOVIE35632,1/11/1989,84,False
41583,MOVIE41583,1/11/1989,110,False
14733,MOVIE14733,1/12/1989,84,False
5825,National Lampoon's Christmas Vacation,1/12/1989,97,False
41848,The Amityville Curse,1/12/1989,91,False
48613,MOVIE48613,2/1/1989,94,False
46695,MOVIE46695,2/5/1989,95,False
207,Dead Poets Society,2/6/1989,129,False
39002,No Holds Barred,2/6/1989,93,False
20307,Renegades,2/6/1989,106,False
35826,MOVIE35826,3/2/1989,90,False
17819,Her Alibi,3/2/1989,94,False
11718,Who's Harry Crumb?,3/2/1989,94,False
15142,Dream a Little Dream,3/3/1989,114,False
20713,Farewell to the King,3/3/1989,117,False
14621,Lean On Me,3/3/1989,108,False
32261,Scandal,3/3/1989,115,False
12478,Skin Deep,3/3/1989,97,False
11625,Asterix and the Big Fight,3/10/1989,81,False
37728,MOVIE37728,3/11/1989,101,False
30666,Stepfather II: Make Room For Daddy,3/11/1989,93,False
40644,MOVIE40644,4/2/1989,116,False
9972,Lock Up,4/8/1989,115,False
49982,A City of Sadness,4/9/1989,157,False
34312,MOVIE34312,5/2/1989,79,False
44688,MOVIE44688,5/3/1989,141,False
27070,Chopper Chicks in Zombietown,5/4/1989,86,False
41945,MOVIE41945,5/5/1989,113,False
14776,How to Get Ahead in Advertising,5/5/1989,94,False
43990,Lost Angels,5/5/1989,116,False
8491,Weekend at Bernie's,5/7/1989,97,False
10705,Henry V,5/10/1989,137,False
8867,The Punisher,5/10/1989,89,False
28013,MOVIE28013,5/11/1989,265,False
26883,MOVIE26883,6/5/1989,100,False
10835,The Killer,6/7/1989,110,False
45318,MOVIE45318,6/9/1989,13,False
41936,Life and Nothing But,6/9/1989,135,False
11305,Mystery Train,6/9/1989,113,False
29185,An Innocent Man,6/10/1989,113,False
43345,Old Gringo,6/10/1989,120,False
10134,Cyborg,7/4/1989,86,False
10493,Dead Calm,7/4/1989,96,False
14550,The Dream Team,7/4/1989,113,False
942,Lethal Weapon 2,7/7/1989,114,False
709,Licence to Kill,7/7/1989,133,False
46821,MOVIE46821,7/12/1989,95,False
36672,Coming Out,8/11/1989,113,False
37533,White Wedding,8/11/1989,92,False
11157,She-Devil,8/12/1989,99,False
249,The War of the Roses,8/12/1989,116,False
11895,Police Academy 6: City Under Siege,9/3/1989,84,False
172,Star Trek V: The Final Frontier,9/6/1989,107,False
2756,The Abyss,9/8/1989,139,False
476,Drugstore Cowboy,9/9/1989,100,False
31674,Cousins,10/2/1989,109,False
10344,The Fly II,10/2/1989,105,False
3064,Chances Are,10/3/1989,108,False
39787,Jacknife,10/3/1989,102,False
9686,New York Stories,10/3/1989,124,False
40364,The Church,10/3/1989,102,False
7452,"The Cook, the Thief, His Wife & Her Lover",10/9/1989,125,False
25028,MOVIE25028,10/11/1989,84,False
28774,Communion,10/11/1989,103,False
31769,MOVIE31769,11/3/1989,102,False
19157,Going Overboard,11/5/1989,99,False
19142,The Return of Swamp Thing,11/5/1989,84,False
10160,A Nightmare on Elm Street 5: The Dream Child,11/8/1989,89,False
12774,Last Exit to Brooklyn,11/10/1989,102,False
2199,MOVIE2199,11/11/1989,90,False
16560,Tap,12/2/1989,111,False
11185,"See No Evil, Hear No Evil",12/5/1989,103,False
41944,The Rachel Papers,12/5/1989,95,False
9379,MOVIE9379,12/7/1989,92,False
8216,Meet the Feebles,12/8/1989,94,False
12622,Violent Cop,12/8/1989,103,False
505,Johnny Handsome,12/9/1989,94,False
11361,Halloween 5: The Revenge of Michael Myers,12/10/1989,96,False
9494,Look Who's Talking,12/10/1989,93,False
26953,Puppet Master,12/10/1989,85,False
2469,Tie Me Up! Tie Me Down!,12/12/1989,111,False
5086,MOVIE5086,1/1/1990,94,False
13293,MOVIE13293,1/1/1990,86,False
13759,MOVIE13759,1/1/1990,75,False
21811,MOVIE21811,1/1/1990,95,False
24709,MOVIE24709,1/1/1990,91,False
24862,MOVIE24862,1/1/1990,0,False
30647,MOVIE30647,1/1/1990,25,False
31129,MOVIE31129,1/1/1990,78,False
31276,MOVIE31276,1/1/1990,94,False
31647,MOVIE31647,1/1/1990,82,False
31942,MOVIE31942,1/1/1990,93,False
40258,MOVIE40258,1/1/1990,82,False
40346,MOVIE40346,1/1/1990,101,False
41810,MOVIE41810,1/1/1990,101,False
43646,MOVIE43646,1/1/1990,90,False
37447,Berkeley in the Sixties,1/1/1990,117,False
40959,"Crosby, Stills & Nash: Long Time Comin'",1/1/1990,60,False
8996,Europa Europa,1/1/1990,108,False
44281,Halfaouine: Boy of the Terraces,1/1/1990,98,False
43761,Hamoun,1/1/1990,120,False
44257,Industrial Symphony No. 1: The Dream of the Brokenhearted,1/1/1990,50,False
18767,Island of Fire,1/1/1990,95,False
47430,Korczak,1/1/1990,115,False
12078,Larks on a String,1/1/1990,94,False
41925,The Comfort of Strangers,1/1/1990,107,False
41927,Tune in Tomorrow...,1/1/1990,107,False
30655,MOVIE30655,1/5/1990,93,False
39934,Longtime Companion,1/5/1990,96,False
483,Wild at Heart,1/5/1990,124,False
25373,MOVIE25373,1/6/1990,82,False
27274,Frankenhooker,1/6/1990,85,False
861,Total Recall,1/6/1990,113,False
43953,MOVIE43953,1/7/1990,68,False
41834,Journey of Hope,1/8/1990,110,False
9086,Young Guns II,1/8/1990,132,False
35165,MOVIE35165,1/9/1990,87,False
28847,MOVIE28847,1/10/1990,85,False
46230,MOVIE46230,1/10/1990,93,False
38967,MOVIE38967,2/2/1990,90,False
12719,Flashback,2/2/1990,108,False
41817,Heart Condition,2/2/1990,100,False
47329,Stella,2/2/1990,109,False
27815,Basket Case 2,2/3/1990,90,False
1669,The Hunt for Red October,2/3/1990,134,False
1573,Die Hard 2,2/7/1990,124,False
3072,Frankenstein Unbound,2/11/1990,82,False
41762,Graffiti Bridge,2/11/1990,95,False
2291,Jacob's Ladder,2/11/1990,113,False
32924,Catchfire,3/4/1990,98,False
20701,Tales from the Darkside: The Movie,3/5/1990,93,False
10837,DuckTales: The Movie - Treasure of the Lost Lamp,3/8/1990,74,False
15389,Metropolitan,3/8/1990,98,False
41823,Mo' Better Blues,3/8/1990,129,False
11796,The Hairdresser's Husband,3/10/1990,82,False
28213,A Tale of Springtime,4/4/1990,103,False
6444,Auntie Danielle,4/4/1990,111,False
21030,Daddy's Dyin'... Who's Got the Will?,4/5/1990,95,False
24731,Short Time,4/5/1990,97,False
49574,MOVIE49574,4/12/1990,76,False
12638,MOVIE12638,5/4/1990,98,False
9768,Cry-Baby,5/4/1990,85,False
2891,An Angel at My Table,5/9/1990,158,False
36992,MOVIE36992,5/10/1990,101,False
2302,Avalon,5/10/1990,126,False
31676,Desperate Hours,5/10/1990,105,False
10173,Marked for Death,5/10/1990,94,False
38718,Reversal of Fortune,5/10/1990,111,False
40446,Sorority House Massacre II,5/10/1990,80,False
162,Edward Scissorhands,5/12/1990,105,False
48747,Jekyll & Hyde,6/1/1990,96,False
41374,MOVIE41374,6/4/1990,98,False
18943,Ernest Goes to Jail,6/4/1990,81,False
3101,I Love You to Death,6/4/1990,94,False
17009,MOVIE17009,6/6/1990,82,False
41153,MOVIE41153,6/7/1990,101,False
6723,The Rookie,6/12/1990,120,False
22240,MOVIE22240,7/2/1990,107,False
39101,Dragon Ball Z: The Tree of Might,7/6/1990,61,False
9399,Lionheart,7/6/1990,105,False
36529,MOVIE36529,7/8/1990,96,False
41842,MOVIE41842,7/9/1990,110,False
12651,Memphis Belle,7/9/1990,107,False
27767,Slumber Party Massacre III,7/9/1990,87,False
11595,Another 48 Hrs.,8/6/1990,95,False
26612,Treasure Island,8/6/1990,131,False
30870,MOVIE30870,8/8/1990,93,False
37820,Death in Brunswick,8/11/1990,109,False
9569,Hard to Kill,9/2/1990,96,False
24558,Loose Cannons,9/2/1990,94,False
36094,Stanley & Iris,9/2/1990,104,False
28450,MOVIE28450,9/3/1990,82,False
24249,Bad Influence,9/3/1990,99,False
39062,Coupe de Ville,9/3/1990,99,False
16094,House Party,9/3/1990,100,False
2565,Joe Versus the Volcano,9/3/1990,102,False
32035,Love at Large,9/3/1990,97,False
20815,The Handmaid's Tale,9/3/1990,108,False
37865,Buried Alive,9/5/1990,93,False
30017,Close-Up,9/5/1990,98,False
6488,Arachnophobia,9/8/1990,103,False
1551,Flatliners,9/8/1990,115,False
48745,Mindwalk,9/9/1990,111,False
37291,Trust,9/9/1990,107,False
30583,MOVIE30583,9/11/1990,75,False
46360,MOVIE46360,9/11/1990,96,False
11186,Child's Play 2,9/11/1990,84,False
581,Dances with Wolves,9/11/1990,181,False
771,Home Alone,9/11/1990,103,False
39100,Dragon Ball Z: The World's Strongest,10/3/1990,60,False
11856,Air America,10/8/1990,112,False
32669,The Two Jakes,10/8/1990,138,False
18317,Truly Madly Deeply,10/11/1990,106,False
20220,MOVIE20220,11/4/1990,98,False
5302,MOVIE5302,11/5/1990,90,False
23535,MOVIE23535,11/5/1990,99,False
25111,MOVIE25111,11/5/1990,81,False
26426,A Show of Force,11/5/1990,95,False
12516,Dreams,11/5/1990,119,False
9548,The Adventures of Ford Fairlane,11/7/1990,104,False
22189,Havana,11/12/1990,144,False
22585,MOVIE22585,12/1/1990,91,False
11060,Internal Affairs,12/1/1990,114,False
25018,Leatherface: Texas Chainsaw Massacre III,12/1/1990,81,False
251,Ghost,12/7/1990,127,False
769,GoodFellas,12/9/1990,145,False
22414,Postcards from the Edge,12/9/1990,101,False
2612,Mr. Destiny,12/10/1990,110,False
14864,The Hot Spot,12/10/1990,130,False
26914,Troll 2,12/10/1990,95,False
31923,"Welcome Home, Roxy Carmichael",12/10/1990,95,False
41930,Uranus,12/12/1990,100,False
19444,MOVIE19444,1/1/1991,36,False
24665,MOVIE24665,1/1/1991,45,False
26340,MOVIE26340,1/1/1991,97,False
34518,MOVIE34518,1/1/1991,30,False
36421,MOVIE36421,1/1/1991,102,False
36833,MOVIE36833,1/1/1991,73,False
40000,MOVIE40000,1/1/1991,95,False
40221,MOVIE40221,1/1/1991,90,False
44238,MOVIE44238,1/1/1991,14,False
47432,MOVIE47432,1/1/1991,143,False
41804,All the Mornings of the World,1/1/1991,109,False
26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown,1/1/1991,90,False
22792,High Strung,1/1/1991,93,False
22616,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,1/1/1991,96,False
41792,Rubin and Ed,1/1/1991,82,False
27994,Sgt. Kabukiman N.Y.P.D.,1/1/1991,105,False
15026,The Guyver,1/1/1991,88,False
47252,The Linguini Incident,1/1/1991,98,False
27757,The Little Engine That Could,1/1/1991,30,False
39875,Popcorn,1/2/1991,91,False
49792,Queens Logic,1/2/1991,100,False
48129,Run,1/2/1991,91,False
274,The Silence of the Lambs,1/2/1991,119,False
38706,MOVIE38706,1/3/1991,116,False
44192,MOVIE44192,1/3/1991,96,False
10537,The Doors,1/3/1991,140,False
38246,MOVIE38246,1/5/1991,0,False
1568,Carne,1/5/1991,38,False
31544,The Hitman,1/5/1991,95,False
37307,MOVIE37307,1/7/1991,94,False
280,Terminator 2: Judgment Day,1/7/1991,137,False
18141,MOVIE18141,1/8/1991,100,False
290,Barton Fink,1/8/1991,116,False
26880,Children of Nature,1/8/1991,82,False
1358,A Brief History of Time,1/10/1991,80,False
43267,29th Street,1/11/1991,101,False
12647,Billy Bathgate,1/11/1991,106,False
13122,The People Under the Stairs,1/11/1991,102,False
47423,Once a Thief,2/2/1991,103,False
27207,MOVIE27207,2/5/1991,89,False
22466,MOVIE22466,2/8/1991,74,False
32146,Body Parts,2/8/1991,88,False
11821,Doc Hollywood,2/8/1991,104,False
13888,Return to the Blue Lagoon,2/8/1991,98,False
20421,Rock-A-Doodle,2/8/1991,77,False
1915,MOVIE1915,2/10/1991,91,False
37024,"Ranma Â½: The Movie 1, Big Trouble in Nekonron, China",2/11/1991,74,False
15740,"Sarah, Plain and Tall",3/2/1991,98,False
2528,Madame Bovary,3/4/1991,136,False
41780,A Rage in Harlem,3/5/1991,115,False
28597,Problem Child 2,3/7/1991,90,False
43654,Edward II,3/9/1991,90,False
339,Night on Earth,3/10/1991,129,False
11175,MOVIE11175,4/7/1991,92,False
12627,La Belle Noiseuse,4/9/1991,236,False
9546,Ricochet,4/10/1991,109,False
25674,Shout,4/10/1991,89,False
11504,Suburban Commando,4/10/1991,88,False
1411,The Rapture,4/10/1991,100,False
49212,MOVIE49212,5/1/1991,88,False
47620,Poison,5/4/1991,85,False
31633,The Marrying Man,5/4/1991,116,False
41784,Black Robe,5/9/1991,101,False
11284,Freddy's Dead: The Final Nightmare,5/9/1991,89,False
8468,Highway 61,5/9/1991,103,False
5048,Prospero's Books,5/9/1991,120,False
17467,Riki-Oh: The Story of Ricky,5/10/1991,90,False
19200,Shadows and Fog,5/12/1991,85,False
174,Star Trek VI: The Undiscovered Country,5/12/1991,113,False
49396,MOVIE49396,6/5/1991,100,False
32074,Company Business,6/9/1991,98,False
4539,Hearts of Darkness: A Filmmaker's Apocalypse,6/9/1991,96,False
11521,Little Man Tate,6/9/1991,99,False
30694,The Resurrected,6/10/1991,108,False
26561,Enchanted April,6/11/1991,89,False
41385,Final Approach,6/12/1991,100,False
34376,Mannequin Two: On the Move,7/1/1991,95,False
10975,Armour of God II: Operation Condor,7/2/1991,106,False
41781,MOVIE41781,7/5/1991,97,False
48636,Nekromantik 2,7/5/1991,104,False
27769,Sometimes They Come Back,7/5/1991,97,False
1406,City Slickers,7/6/1991,112,False
36337,Delusion,7/6/1991,100,False
15413,Don't Tell Mom the Babysitter's Dead,7/6/1991,105,False
1713,Jungle Fever,7/6/1991,132,False
42570,By the Sword,7/10/1991,91,False
2107,L.A. Story,8/2/1991,95,False
18971,Rosencrantz & Guildenstern Are Dead,8/2/1991,117,False
7442,Sleeping with the Enemy,8/2/1991,99,False
10952,New Jack City,8/3/1991,97,False
11384,The Hard Way,8/3/1991,111,False
27549,Beastmaster 2: Through the Portal of Time,8/6/1991,107,False
24789,MOVIE24789,8/8/1991,83,False
41783,Life on a String,8/9/1991,110,False
45147,MOVIE45147,8/11/1991,84,False
13644,All I Want For Christmas,8/11/1991,92,False
36630,Zandalee,9/5/1991,100,False
16790,Bingo,9/8/1991,90,False
28117,Delirious,9/8/1991,96,False
19065,Pure Luck,9/8/1991,96,False
49971,Love in the Time of Hysteria,9/9/1991,94,False
177,The Fisher King,9/9/1991,137,False
24734,K2,9/10/1991,102,False
10174,Madonna: Truth or Dare,10/5/1991,119,False
10261,Switch,10/5/1991,104,False
2125,Wedlock,10/5/1991,101,False
11364,Regarding Henry,10/7/1991,108,False
49410,Motorama,10/9/1991,90,False
32221,Rambling Rose,10/9/1991,112,False
31922,Year of the Gun,10/9/1991,111,False
10337,Bugsy,10/12/1991,134,False
9585,Not Without My Daughter,11/1/1991,116,False
9065,Europa,11/5/1991,112,False
41785,Cabeza de Vaca,11/10/1991,111,False
1772,City of Hope,11/10/1991,129,False
32685,Ernest Scared Stupid,11/10/1991,91,False
2071,Shattered,11/10/1991,98,False
12702,Critters 3,11/12/1991,86,False
879,Hook,11/12/1991,144,False
9319,The Last Boy Scout,11/12/1991,105,False
17990,Impromptu,12/4/1991,107,False
14362,Out for Justice,12/4/1991,91,False
650,Boyz n the Hood,12/7/1991,112,False
1089,Point Break,12/7/1991,120,False
10341,Until the End of the World,12/9/1991,287,False
26599,MOVIE26599,1/1/1992,0,False
28263,MOVIE28263,1/1/1992,101,False
30101,MOVIE30101,1/1/1992,96,False
32517,MOVIE32517,1/1/1992,102,False
33604,MOVIE33604,1/1/1992,98,False
34505,MOVIE34505,1/1/1992,61,False
36796,MOVIE36796,1/1/1992,94,False
36907,MOVIE36907,1/1/1992,115,False
41771,MOVIE41771,1/1/1992,93,False
45562,MOVIE45562,1/1/1992,130,False
28742,1991: The Year Punk Broke,1/1/1992,99,False
10241,A Tale of Winter,1/1/1992,114,False
29904,Barbarian Queen II: The Empress Strikes Back,1/1/1992,80,False
31987,Don Quixote,1/1/1992,116,False
33380,Gayniggers from Outer Space,1/1/1992,26,False
40213,New Dragon Gate Inn,1/1/1992,103,False
17991,Tetsuo II: Body Hammer,1/1/1992,83,False
31692,The Public Eye,1/1/1992,99,False
47714,The Stolen Children,1/1/1992,114,False
24645,The Turning,1/1/1992,87,False
41777,Tito and Me,1/1/1992,104,False
27816,Basket Case 3,1/2/1992,90,False
25296,Pushing Hands,1/2/1992,105,False
18495,Folks!,1/5/1992,107,False
10086,Man Bites Dog,1/5/1992,95,False
13006,Split Second,1/5/1992,90,False
11287,A League of Their Own,1/7/1992,128,False
9300,Orlando,1/9/1992,93,False
44103,Priest Daens,1/9/1992,138,False
20227,MOVIE20227,1/10/1992,122,False
23637,"Ciao, Professore!",1/10/1992,100,False
18722,Mr. Baseball,1/10/1992,108,False
10414,The Mighty Ducks,1/10/1992,101,False
22582,Tom and Jerry: The Movie,1/10/1992,84,False
16486,MOVIE16486,1/12/1992,4,False
40573,MOVIE40573,1/12/1992,120,False
37021,"Ranma Â½: Nihao, My Concubine",2/8/1992,63,False
48150,A Heart in Winter,2/9/1992,105,False
10497,Bitter Moon,2/9/1992,139,False
500,Reservoir Dogs,2/9/1992,99,False
11386,The Crying Game,2/9/1992,112,False
19725,MOVIE19725,2/10/1992,91,False
10699,Hero,2/10/1992,117,False
38143,The Story of Qiu Ju,2/10/1992,100,False
1877,MOVIE1877,2/11/1992,72,False
11012,Damage,2/12/1992,111,False
11806,Beethoven,3/4/1992,87,False
37264,Straight Talk,3/4/1992,91,False
10403,The Player,3/4/1992,124,False
12395,Thunderheart,3/4/1992,119,False
10408,Flodder Does Manhattan!,3/6/1992,95,False
1923,Twin Peaks: Fire Walk with Me,3/6/1992,134,False
4507,Jamon Jamon,3/9/1992,95,False
12629,Live Wire,3/9/1992,85,False
26877,Naked Killer,3/12/1992,100,False
9869,Patriot Games,4/6/1992,117,False
11134,Police Story 3: Supercop,4/7/1992,95,False
41313,MOVIE41313,4/9/1992,69,False
10608,Bob Roberts,4/9/1992,102,False
9367,El Mariachi,4/9/1992,81,False
2470,Belle Ãpoque,4/12/1992,109,False
10411,The Distinguished Gentleman,4/12/1992,112,False
48918,MOVIE48918,5/3/1992,112,False
10412,Romper Stomper,5/3/1992,94,False
10163,The Lawnmower Man,5/3/1992,108,False
30963,MOVIE30963,5/6/1992,98,False
10538,Passenger 57,5/11/1992,84,False
15802,Tokyo Decadence,6/1/1992,135,False
34151,Blame It on the Bellboy,6/3/1992,78,False
16219,Gladiator 1992,6/3/1992,101,False
40773,Meatballs 4,6/3/1992,84,False
27465,Once Upon a Crime,6/3/1992,94,False
10424,Jennifer Eight,6/11/1992,124,False
36947,Manufacturing Consent: Noam Chomsky and the Media,6/11/1992,167,False
32119,The Boys of St. Vincent,6/12/1992,90,False
4823,Final Analysis,7/2/1992,117,False
9096,Medicine Man,7/2/1992,106,False
39103,Dragon Ball Z: Return of Cooler,7/3/1992,46,False
27600,MOVIE27600,7/7/1992,74,False
16314,3 Ninjas,7/8/1992,84,False
13937,Raising Cain,7/8/1992,91,False
33,Unforgiven,7/8/1992,131,False
30785,Evil Toons,8/1/1992,90,False
46972,MOVIE46972,8/5/1992,96,False
26246,Incident at Oglala,8/5/1992,89,False
21128,One False Move,8/5/1992,105,False
9264,Poison Ivy,8/5/1992,93,False
45002,MOVIE45002,8/7/1992,171,False
5237,Dust Devil,8/8/1992,103,False
8845,Under Siege,8/10/1992,103,False
2038,Iron Eagle III,9/1/1992,98,False
32635,MOVIE32635,9/4/1992,120,False
37420,MOVIE37420,9/5/1992,99,False
18265,MOVIE18265,9/9/1992,78,False
26755,Brother's Keeper,9/9/1992,104,False
39967,L.627,9/9/1992,145,False
2322,Sneakers,9/9/1992,126,False
1492,1492: Conquest of Paradise,9/10/1992,154,False
293,A River Runs Through It,9/10/1992,123,False
766,Army of Darkness,9/10/1992,81,False
14603,Kuffs,10/1/1992,102,False
11087,The Hand that Rocks the Cradle,10/1/1992,110,False
13225,FernGully: The Last Rainforest,10/4/1992,76,False
15300,Newsies,10/4/1992,121,False
11428,Sleepwalkers,10/4/1992,91,False
18543,Revenge of the Nerds III: The Next Generation,10/6/1992,93,False
14239,Cool World,10/7/1992,102,False
47866,Gas Food Lodging,10/7/1992,101,False
2613,Prelude to a Kiss,10/7/1992,105,False
9349,Universal Soldier,10/7/1992,102,False
10437,The Muppet Christmas Carol,10/12/1992,85,False
36257,MOVIE36257,11/3/1992,80,False
39027,MOVIE39027,11/6/1992,92,False
39104,Dragon Ball Z: Super Android 13,11/7/1992,46,False
24065,Guncrazy,11/9/1992,97,False
11569,Hellraiser III: Hell on Earth,11/9/1992,93,False
17736,Where the Day Takes You,11/9/1992,105,False
28881,Wind,11/9/1992,126,False
36288,Night and the City,11/10/1992,105,False
881,A Few Good Men,11/12/1992,138,False
41768,Passion Fish,11/12/1992,135,False
6547,MOVIE6547,12/3/1992,115,False
40649,Demonic Toys,12/3/1992,83,False
10407,Housesitter,12/6/1992,102,False
29750,Metallica: A Year and a Half in the Life Of...,12/8/1992,236,False
39465,Godzilla vs. Mothra,12/12/1992,102,False
1659,MOVIE1659,1/1/1993,89,False
15419,MOVIE15419,1/1/1993,158,False
17189,MOVIE17189,1/1/1993,54,False
24524,MOVIE24524,1/1/1993,98,False
33489,MOVIE33489,1/1/1993,116,False
36323,MOVIE36323,1/1/1993,73,False
40487,MOVIE40487,1/1/1993,67,False
41665,MOVIE41665,1/1/1993,0,False
25684,American Ninja 5,1/1/1993,102,False
36909,American Yakuza,1/1/1993,96,False
30443,Back in Action,1/1/1993,93,False
32049,Best of the Best 2,1/1/1993,101,False
47507,Cafe au Lait,1/1/1993,94,False
34300,Ernest Rides Again,1/1/1993,94,False
49688,Johnny 100 Pesos,1/1/1993,90,False
21057,Ocean Waves,1/1/1993,76,False
10619,Once Upon a Time in China III,1/1/1993,105,False
46828,Son of the Pink Panther,1/1/1993,93,False
12527,Strawberry and Chocolate,1/1/1993,108,False
18773,Doppelganger,1/3/1993,104,False
20859,Blown Away,1/4/1993,93,False
18731,Last Hero in China,1/4/1993,111,False
5051,The Baby of MÃ¢con,1/5/1993,122,False
24126,Warlock: The Armageddon,1/5/1993,98,False
14135,Bad Boy Bubby,1/9/1993,114,False
10909,Kalifornia,1/9/1993,117,False
13063,Cannibal! The Musical,1/10/1993,97,False
9024,For Love or Money,1/10/1993,94,False
37218,For the Moment,1/10/1993,115,False
507,Killing Zoe,1/10/1993,96,False
28260,Return of the Living Dead 3,1/10/1993,97,False
12519,Sirens,1/10/1993,98,False
41128,MOVIE41128,1/12/1993,96,False
1689,Little Buddha,1/12/1993,140,False
41043,Window to Paris,1/12/1993,87,False
16417,Yankee Zulu,1/12/1993,100,False
12574,Cop and Â½,2/4/1993,97,False
38749,Jack the Bear,2/4/1993,99,False
20339,Splitting Heirs,2/4/1993,87,False
34723,The Adventures of Huck Finn,2/4/1993,108,False
33408,The Crush,2/4/1993,89,False
13203,Son in Law,2/7/1993,95,False
19754,MOVIE19754,3/1/1993,96,False
6878,Homeward Bound: The Incredible Journey,3/2/1993,84,False
25466,Mutant Action,3/2/1993,94,False
12780,Iron Monkey,3/9/1993,90,False
9644,National Lampoon's Loaded Weapon 1,4/2/1993,84,False
17653,The Legend I,4/3/1993,106,False
30554,MOVIE30554,4/4/1993,94,False
44562,Ed and His Dead Mother,4/6/1993,93,False
4916,Guilty as Sin,4/6/1993,107,False
42580,Life With Mikey,4/6/1993,91,False
26127,Joshua Tree,4/8/1993,106,False
9261,The Wedding Banquet,4/8/1993,109,False
9702,Bound by Honor,5/2/1993,180,False
1049,Sommersby,5/2/1993,109,False
1644,The Vanishing,5/2/1993,109,False
31000,Amos & Andrew,5/3/1993,96,False
10433,Mad Dog and Glory,5/3/1993,96,False
10419,Swing Kids,5/3/1993,112,False
14282,Ninja Scroll,5/6/1993,94,False
17803,MOVIE17803,5/7/1993,92,False
1479,"Clean, Shaven",5/9/1993,79,False
695,Short Cuts,5/9/1993,187,False
41666,The Wrong Man,5/9/1993,104,False
18551,Flesh and Bone,5/11/1993,126,False
11982,Look Who's Talking Now!,5/11/1993,96,False
1245,The Remains of the Day,5/11/1993,134,False
37100,MOVIE37100,5/12/1993,61,False
26408,The War Room,5/12/1993,96,False
11044,Arizona Dream,6/1/1993,142,False
34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,6/3/1993,70,False
40627,MOVIE40627,6/4/1993,96,False
46808,MOVIE46808,6/6/1993,99,False
41648,Fiorile,6/6/1993,118,False
47105,Latcho Drom,6/6/1993,103,False
31503,My Boyfriend's Back,6/8/1993,85,False
5503,The Fugitive,6/8/1993,130,False
11244,The Meteor Man,6/8/1993,100,False
12664,The Snapper,6/8/1993,91,False
34527,MOVIE34527,6/10/1993,91,False
15759,MOVIE15759,7/2/1993,95,False
4478,Indecent Proposal,7/4/1993,117,False
11528,The Sandlot,7/4/1993,101,False
11566,Dave,7/5/1993,110,False
10423,Dragon: The Bruce Lee Story,7/5/1993,120,False
11971,Much Ado About Nothing,7/5/1993,111,False
21845,Rookie of the Year,7/7/1993,103,False
14572,MOVIE14572,7/8/1993,107,False
31578,Body Bags,7/8/1993,94,False
11122,India,7/10/1993,90,False
11811,Leprechaun,8/1/1993,92,False
47945,Daybreak,8/5/1993,91,False
19552,The Scent of Green Papaya,8/6/1993,104,False
9386,In the Line of Fire,8/7/1993,128,False
10427,Red Rock West,8/7/1993,98,False
19931,The Joy Luck Club,8/9/1993,139,False
33927,Deadfall,8/10/1993,98,False
9739,Demolition Man,8/10/1993,115,False
10655,Gettysburg,8/10/1993,254,False
2625,Mr. Jones,8/10/1993,114,False
19371,Mr. Nanny,8/10/1993,84,False
47889,Ruby in Paradise,8/10/1993,114,False
24909,The Young Americans,8/10/1993,103,False
23210,Six Degrees of Separation,8/12/1993,112,False
8092,This Boyaas Life,9/4/1993,115,False
25610,MOVIE25610,9/5/1993,181,False
4722,Body Snatchers,9/6/1993,87,False
15765,What's Love Got to Do with It,9/6/1993,118,False
8494,Weekend at Bernie's II,9/7/1993,97,False
10434,"Faraway, So Close!",9/9/1993,144,False
1413,M. Butterfly,9/9/1993,101,False
319,True Romance,9/9/1993,120,False
9479,The Nightmare Before Christmas,9/10/1993,76,False
6279,Sister Act 2: Back in the Habit,9/12/1993,107,False
47676,"Bodies, Rest & Motion",10/1/1993,95,False
108,Three Colors: Blue,10/1/1993,98,False
